IA.Name,Member.ID,Start.Date,End.Date,IA.ID,IA.Group.1,IA.Group.2,Type,City,Voivodship,Full.Name,Age,Gender,RT.Affiliation,Profession
PAN Institute of Organic Chemistry,111,1978-01-01,1989-02-01,IA01013,PAN,IORGC,Research Institue,NA,NA,Gotfryd Kupryszewski,59,M,Opposition,Academic Chemistry
Pruszkow Railway Hospital Department of Internal Medicine Railway,112,1969-07-01,1975-06-30,IA01109,PRH,DIM,Medical Facility,NA,NA,Zofia Kuratowska,57,F,Opposition,Medical Doctor
Appeal by the 64,113,1980-08-20,1980-08-20,IA00215,A64,NA,Protest Statement,NA,NA,Jacek Kurczewski,46,M,Opposition,Academic Sociologist
Association of Socialist Youth,114,1957-12-01,1962-11-30,IA00252,ZMS,NA,Independent Society,NA,NA,Jacek Kuroń,54,M,Opposition,Academic Historian
WiP,115,1986-01-01,1987-12-31,IA01373,WIP,NA,Opposition Group,NA,NA,Wojciech Lamentowicz,42,M,Opposition,Academic Law
Pastoral Care for Farmers,117,1983-01-01,1989-02-01,IA01028,PCFARM,NA,Charitable or Humanitarian Organization,NA,NA,Edward Lipiec,52,M,Opposition,Academic Agronomist
NSZZ Solidarność Sandomierz Regional Board,118,1981-01-01,1981-12-31,IA00886,NSZZS,SANRB,Opposition Group Leadership Body Regional or Local,NA,NA,Władysław Liwak,46,M,Opposition,Lawyer
NSZZ Solidarność Press Information Bureau,119,1981-01-01,1981-12-31,IA00918,NSZZS,PIB,Opposition Group Leadership Body National,NA,NA,Helena Łuczywo,43,F,Opposition,Journalist
Strike Committee Marine Electrical Equipment and Automation Plant Elmore,120,1980-08-01,1980-08-31,IA01220,SCMEEAUP,NA,Protest Action,NA,NA,Bogdan Lis,36,M,Opposition,Worker Electrician
“Biuletyn Informacyjny” KOR,121,1976-09-01,1977-09-01,IA00010,BKOR,NA,NA,NA,NA,Jan Lityński,43,M,Opposition,Academic Mathematician
Pastoral Communities of Farmers,122,1982-01-01,1986-12-31,IA01035,PCOMFARM,NA,Charitable or Humanitarian Organization,NA,NA,Andrzej Łuszewski,32,M,Opposition,Worker Agriculture
Rural Solidarność Temporary National Council,124,1987-01-01,1989-02-01,IA01140,RURS,TKR,Opposition Group Leadership Body National,NA,NA,Edward Małecki,47,M,Opposition,Worker Individual Farmer
KIK Warsaw,125,1957-06-01,1989-02-01,IA00624,KIK,WAW,Salon,NA,NA,Tadeusz Mazowiecki,61,M,Opposition,Journalist
Citizens Committee,126,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Jan Mazurkiewicz,34,M,Opposition,Worker
Union of Polish Teachers - ZNP,127,1983-01-01,1989-02-01,IA01265,ZNP,NA,NA,NA,NA,Albin Melcer,46,M,Opposition,Worker Building Engineer
Open Letter to Party Members,129,1965-03-19,1965-03-19,IA00970,OLETPM,NA,Protest Statement,NA,NA,Adam Michnik,42,M,Opposition,Academic Historian
Association of Polish Urban Planners,130,1970-01-01,1989-02-01,IA00244,TUP,NA,National Professional Association,NA,NA,Witold Mieszkowski,50,M,Opposition,Academic Architect
NSZZ Solidarność Szczecin Regional Board,132,1980-09-01,1981-12-31,IA00887,NSZZS,SZRB,Opposition Group Leadership Body Regional or Local,NA,NA,Andrzej Milczanowski,49,M,Opposition,Lawyer
NSZZ Solidarność Workers Council Warsaw Steelworks,133,1983-01-01,1986-12-31,IA00945,NSZZS,WCWS,Opposition Group Leadership Body Regional or Local,NA,NA,Andrzej Miłkowski,49,M,Opposition,Worker Steelworker
Association of Authors,134,1987-01-01,1989-02-01,IA00234,ZAIKS,NA,NA,NA,NA,Jacek Moskwa,40,M,Opposition,Journalist
PAN Institute of Economics,135,1982-01-01,1989-02-01,IA01002,PAN,IEC,Research Institue,NA,NA,Jan Mujżel,65,M,Opposition,Academic Economics
NSZZ Solidarność Member,136,1980-09-01,1981-12-31,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Michał Nawrocki,46,M,Opposition,Academic Physics
Ministry of Health Professional Inspection Committee,138,1959-01-01,1989-02-01,IA00758,MINHSW,PIC,Government Leadership Body National,NA,NA,Róża Nowotna-Walcowa,66,F,Opposition,Medical Doctor
Strike Committee KWB Bełchatów,139,1982-07-22,1989-02-01,IA01226,SCKB,NA,Protest Action,NA,NA,Edward Olszewski,33,M,Opposition,Worker Robotics
Ruch,140,1971-01-01,1971-12-31,IA01135,RUCH,MEM,Opposition Group,NA,NA,Jan Olszewski,58,M,Opposition,Lawyer
“Robotnik”,141,1979-09-01,1981-09-30,IA00126,ROBO,NA,Periodical,NA,NA,Janusz Onyszkiewicz,51,M,Opposition,Academic Mathematician
Rural Solidarność Rzeszow Agreement Signatory,142,1981-02-01,1981-02-28,IA01139,RURS,RZAGS,Protest Statement,NA,NA,Walerian Pańko,47,M,Opposition,Academic Law
Council of Ministers Housing Bureau,143,1981-01-01,1989-02-01,IA00356,CM,HB,Government Leadership Body National,NA,NA,Aleksander Paszyński,60,M,Opposition,Journalist
Inter-factory Strike Committee KWK July Manifesto (August 1988),145,1988-08-01,1988-08-31,IA00562,MKSGJM,NA,NA,NA,NA,Alojzy Pietrzyk,37,M,Opposition,Worker Miner
Polish Radio,146,1947-01-01,1969-12-31,IA01066,RADP,NA,Government Agency National,NA,NA,Edmund Jan Osmańczych,75,M,Opposition,Journalist
Socialist Union of Polish Students,147,1973-07-01,1980-12-31,IA01188,SZSP,MEM,Opposition Group,NA,NA,Janusz Pałubicki,41,M,Opposition,Academic Art History
Factory Committee Solidarność Gdyńia Sea Fisheries Institute,149,1980-10-01,1981-12-31,IA00399,FCGSFI,NA,Protest Action,NA,NA,Zygmunt Polański,59,M,Opposition,Academic Economics
Factory Committee Solidarność KWK Andaluzja,150,1980-10-01,1981-12-31,IA00405,FCKWKA,NA,Protest Action,NA,NA,Piotr Polmański,34,M,Opposition,Worker Miner
“CDN”,152,1982-01-01,1987-12-31,IA00020,CDN,NA,Periodical,NA,NA,Edward Radziewicz,41,M,Opposition,Worker Mechanic
Ministry of Education Negotiations on Changes in the Curriculum and the Teachers Charter,153,1981-04-01,1981-12-31,IA00750,MINED,NCCTC,Government Leadership Body National,NA,NA,Julian Radziewicz,51,M,Opposition,Academic Pedagogy
Ministry of Education Negotiations on Teaching History,154,1981-07-01,1981-07-30,IA00749,MINED,NTH,Government Leadership Body National,NA,NA,Anna Radziwiłł,52,F,Opposition,Academic Historian
Factory Committee Solidarność Healthcare Group in Gliwice,155,1980-10-01,1981-12-31,IA00400,FCHGG,NA,Protest Action,NA,NA,Krzysztof Rajpert,55,M,Opposition,Medical Doctor
United Nations Group of Experts of the European Trade Commission Regarding Urban and Regional Planning,156,1969-01-01,1973-12-31,IA01269,UN,GEETCURP,International Professional Association,NA,NA,Jerzy Regulski,64,M,Opposition,Academic Economist
Member of Parliament,158,1980-05-21,1985-07-23,IA00735,MOP,NA,NA,NA,NA,Ryszard Reiff,65,M,Opposition,Journalist
NSZZ Solidarność Founding Committee Mining and Steelworks Plant “Bolesław” in Bukowny,159,1988-01-01,1989-02-01,IA00839,NSZZS,FCBOLE,Opposition Group Leadership Body Regional or Local,NA,NA,Czesław Robakowski,40,M,Opposition,Worker Miner
WiP,161,1985-01-01,1988-12-31,IA01373,WIP,NA,Opposition Group,NA,NA,Jan Rokita,29,M,Opposition,Lawyer
“Głos”,162,1977-01-01,1981-12-31,IA00041,GLOS,NA,Periodical,NA,NA,Zbigniew Romaszewski,49,M,Opposition,Academic Physics
Central School of Planning and Statistics,163,1973-01-01,1989-02-01,IA00299,SGPIS,NA,Postsecondary School,NA,NA,Jan Rosner,83,M,Opposition,Academic Economics
NSZZ Solidarność Member,165,1980-10-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Henryk Rutkowski,59,M,Opposition,Academic Historian
Coast Labor Council,167,1956-08-01,1956-08-30,IA00327,CLC,NA,Opposition Group Meeting,NA,NA,Jerzy Salmonowicz,63,M,Opposition,Academic Chemist
PZPR member,168,1956-10-01,1982-12-31,IA01113,PZPR,MEM,NA,NA,NA,Henryk Samsonowicz,59,M,Opposition,Academic Historian
Specialist Team Mental Health Care Wrocław,172,1977-01-01,1979-06-30,IA01200,STMHCWR,NA,Medical Facility,NA,NA,Władysław Sidorowicz,54,M,Opposition,Medical Doctor
KIK Warsaw,173,1961-01-01,1989-02-01,IA00624,KIK,WAW,Salon,NA,NA,Władysław Siła-Nowicki,75,M,Government,Lawyer
WHO European Bureau Council for Health Development,175,1980-01-01,1989-02-01,IA01371,WHO,EBCHD,International Professional Association,NA,NA,Magdalena Sokołowska,66,F,Opposition,Academic
“Polibuda”,176,1987-01-01,1988-12-31,IA00102,PLBD,NA,Periodical,NA,NA,Andrzej Sosnowski,25,M,Opposition,Student
NSZZ Solidarność Coordinating Committee Podbieskidzie,177,1980-09-01,1981-12-31,IA00814,NSZZS,CCPOD,Opposition Group Leadership Body Regional or Local,NA,NA,Grażyna Staniszewska,39,F,Opposition,Academic
NSZZ Solidarność Temporary Coordinating Commission,178,1982-04-22,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Tomasz Stankiewicz,42,M,Opposition,Academic
Sodalicji Marianski Academic Union - ZASM,179,1948-01-01,1949-12-31,IA01195,ZASM,NA,NA,NA,NA,Adam Stanowski,61,M,Opposition,Academic
March 1968 Student Protests Warsaw,180,1968-03-01,1968-05-30,IA00703,MR68,WAW,Protest Action,NA,NA,Krystyna Starczewska,51,F,Opposition,Academic
Polish Helsinki Committee,181,1982-09-01,1989-02-01,IA01057,PHC,NA,Opposition Group,NA,NA,Stefan Starczewski,53,M,Opposition,Academic
Citizens Committee,182,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Joanna Staręga-Piasek,49,F,Opposition,Academic
“Biuletyn Informacyjny” KSS-KOR,183,1978-01-01,1980-12-31,IA00011,BKSS,NA,Periodical,NA,NA,Antoni Stawikowski,55,M,Opposition,Academic
Union of Polish Students - ZSP,185,1964-09-01,1969-08-31,IA01264,ZSP,NA,NA,NA,NA,Jerzy Stępien,42,M,Opposition,Lawyer
NSZZ Individual Farmers “Solidarity” Temporary Coordinating Committee,186,1986-09-01,1988-02-01,IA00799,NSZZIF,TKK,Opposition Group Leadership Body National,NA,NA,Henryk Jerzy Stępniak,38,M,Opposition,Farmer
Jagiellonian University Faculty of Law Department of Criminal Law,187,1945-09-01,1950-12-31,IA00598,UJ,FOLDCL,Postsecondary School,NA,NA,Stanisław Stomma,81,M,Opposition,Academic
Factory Committee Solidarność Ministry of Justice,188,1980-09-01,1981-12-31,IA00413,FCMOJ,NA,Protest Action,NA,NA,Adam Strzembosz,58,M,Opposition,Lawyer
NSZZ Solidarność Member,189,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Andrzej Suchocki,35,M,Opposition,Academic
Polish PEN Club,190,1971-01-01,1989-02-01,IA01062,PPEN,NA,National Professional Association,NA,NA,Klemens Szaniawski,63,M,Opposition,Academic
Polish PEN Club,192,1971-01-01,1989-02-01,IA01062,PPEN,NA,National Professional Association,NA,NA,Jan Józef Szczepański,70,M,Opposition,Journalist
“Tygodnik Solidarność”,193,1981-04-01,1981-12-13,IA00152,TYSOL,NA,Periodical,NA,NA,Jarosław Józef Szczepański,38,M,Opposition,Academic
Inter-factory Strike Committee Gdańsk Shipyards (August 1988),194,1988-08-01,1988-08-31,IA00561,MKSG88,NA,Protest Action,NA,NA,Edward Szwajkiewicz,34,M,Opposition,Worker Electrician
NSZZ Solidarność Member,195,1980-10-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Jacek Szymanderski,43,M,Opposition,Academic
Farmers Solidarity Temporary National Council,198,1987-01-01,1989-02-01,IA00434,FS,TNC,Opposition Group Leadership Body National,NA,NA,Józef ślisz,54,M,Opposition,Worker Farmer
March 1968 Student Protests Warsaw,199,1968-03-01,1968-05-30,IA00703,MR68,WAW,Protest Action,NA,NA,Hanna świlda-Ziemba,58,F,Opposition,Academic
KIK Warsaw,200,1986-01-01,1989-02-01,IA00624,KIK,WAW,Salon,NA,NA,Henryk Tachasiuk,26,M,Opposition,Worker
May 3 Constitution Political Thought Club Gdańsk,201,1980-01-01,1981-12-13,IA00710,MY3PTC,NA,Salon,NA,NA,Jacek Taylor,49,M,Opposition,Lawyer
Inter-factory Strike Committee Bydgoszcz,202,1980-08-01,1980-10-01,IA00555,MKSB,NA,Protest Action,NA,NA,Antoni Tokarczuk,37,M,Opposition,Academic
NSZZ Solidarność National Commission Center for Socio-Union Studies,204,1980-09-01,1981-12-31,IA00905,NSZZS,KKCSUS,Opposition Group Leadership Body National,NA,NA,Andrzej Topiński,43,M,Opposition,Academic
Central School of Trade Warsaw Department of Economic Research on Foreign Trade,205,1959-01-01,1968-12-31,IA00304,SGH,DERFT,Postsecondary School,NA,NA,Witold Trzeciakowski,62,M,Opposition,Academic
“Znak”,206,1946-01-01,1989-02-01,IA00177,ZNAK,NA,Periodical,NA,NA,Jerzy Turowicz,86,M,Opposition,Journalist
Factory Committee Solidarność Medical Academy Gdańsk,207,1980-09-01,1981-12-13,IA00408,FCMAG,NA,Protest Action,NA,NA,Jerzy Umiastowski,56,M,Opposition,Medical Doctor
NSZZ Solidarność Temporary Factory Committee Small Vehicle Factory Bialsko-Biały,208,1982-04-01,1988-09-01,IA00934,NSZZS,TFCSMVF,Opposition Group Leadership Body Regional or Local,NA,NA,Henryk Urban,37,M,Opposition,Worker
PZPR Central Commitee Member,210,1954-07-01,1959-12-31,IA01111,PZPRCC,M,NA,NA,NA,Zofia Wasikowska,78,F,Opposition,Lawyer
Citizens Committee,211,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Jerzy Wertenstein-Żuławski,41,M,Opposition,Academic
First Solidarność National Congress Delegate,212,1981-10-01,1981-11-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Stanisław Węglarz,40,M,Opposition,Worker Miner
“Wola”,213,1982-01-01,1989-02-01,IA00163,WOLA,NA,Periodical,NA,NA,Andrzej Wieczorek,40,M,Opposition,Journalist
Warsaw Municipal Economic Planning Commission,214,1956-01-01,1962-06-30,IA01295,WMEPC,NA,Government Agency Regional or Local,NA,NA,Andrzej Wielowieyski,61,M,Opposition,Lawyer
NSZZ Solidarność Founding Committee Center for Occupational Medicine Warsaw,218,1980-09-01,1981-12-13,IA00822,NSZZS,FCOMW,Opposition Group Leadership Body Regional or Local,NA,NA,Ewa Wolak,55,F,Opposition,Medical Doctor
Polish Writers Association,220,1956-01-01,1983-12-31,IA01079,ZLP,NA,National Professional Association,NA,NA,Jacek Woźniakowski,68,M,Opposition,Academic
Letter Signed by 218 People from Warsaw and Łódź Against Proposed Changes to the PRL Constitution,221,1975-12-01,1975-12-31,IA00668,LET218,NA,Protest Statement,NA,NA,Irena Wóycicka,38,F,Opposition,Journalist
Scout Movement of the Republic Founding Committee,222,1988-01-01,1989-02-01,IA01154,SMR,FC,Scouting Organization,NA,NA,Wojciech Wróblewski,31,M,Opposition,Academic
Letter Signed by 218 People from Warsaw and Łódź Against Proposed Changes to the PRL Constitution,223,1975-12-01,1975-12-31,IA00668,LET218,NA,Protest Statement,NA,NA,Henryk Wujec,48,M,Opposition,Worker
Citizens Committee,225,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Janina Zakrzewska,59,F,Opposition,Academic
Polish Television Programs for Children and Youth,226,1961-01-01,1964-12-31,IA01076,TVP,CY,Government Agency National,NA,NA,Jan Zalewski,58,M,Opposition,Journalist
Warsaw Bureau of Scientific-Design for City-wide Building Projects,227,1979-07-01,1989-02-01,IA01288,WBSCCBP,NA,Government Agency Regional or Local,NA,NA,Zbigniew Zawistowski,44,M,Opposition,Architect
KSS-KOR Collaborator,228,1977-09-01,1981-09-30,IA00626,KSSKOR,NA,Opposition Group,NA,NA,Jerzy Zdrada,52,M,Opposition,Academic
Warsaw University Department of Biophysics,229,1967-09-01,1987-08-31,IA01321,UW,DBIOP,Postsecondary School,NA,NA,Andrzej Ziabicki,55,M,Opposition,Academic
NSZZ Solidarność National Commission Center for Socio-Union Studies,230,1981-01-01,1981-12-13,IA00905,NSZZS,KKCSUS,Opposition Group Leadership Body National,NA,NA,Tadeusz Zieliński,62,M,Opposition,Lawyer
"UNESCO Center for Research on Social Economic Development in South Asia, Delhi",231,1965-01-01,1967-12-31,IA01259,UNESCO,CRSED,International Professional Association,NA,NA,Janusz Ziółkowski,64,M,Opposition,Academic
Strike Committee Ustrzy Dolny,5,1981-01-01,1981-02-09,IA01232,SCUD,NA,Protest Action,NA,NA,Artur Balasz,37,M,Opposition,Agricultural Engineer
March 1981 Bydgoszcz Strike participant,7,1981-03-01,1981-03-30,IA00697,MR81B,PART,Protest Action,NA,NA,Piotr Baumgart,47,M,Opposition,Agricultural Worker Technician
Advisor to PZPR First Secretary Gierek,8,1977-01-01,1979-12-31,IA00196,AD1S,NA,Government Leadership Body National,NA,NA,Janusz Beksiak,59,M,Opposition,Academic Economics
Society for the Promotion and Propagation of Science,12,1980-08-01,1983-12-31,IA01191,SPPS,NA,National Professional Association,NA,NA,Grzegorz Białkowski,56,M,Opposition,Academic Physics
KSS-KOR Collaborator,15,1977-09-01,1981-09-30,IA00626,KSSKOR,NA,Opposition Group,NA,NA,Grzegorz Boguta,36,M,Opposition,Academic Biophysics
Association of Polish Journalists,19,1980-09-01,1982-12-31,IA00243,SDP,NA,National Professional Association,NA,NA,Stefan Bratkowski,54,M,Opposition,Journalist
NSZZ Solidarność Mazowsze Regional Board,22,1980-09-01,1981-12-13,IA00877,NSZZS,MARB,Opposition Group Leadership Body Regional or Local,NA,NA,Ryszard Bugaj,44,M,Opposition,Academic Economist
NSZZ Solidarność Temporary Coordinating Commission,23,1982-04-22,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Zbigniew Bujak,33,M,Opposition,Worker Electrician
Ministry of Justice,24,1977-01-01,1982-12-13,IA00759,MINJUS,NA,Government Leadership Body National,NA,NA,Iwo Byczewski,40,M,Opposition,Academic Law
KSS-KOR Collaborator,25,1977-09-01,1981-09-30,IA00626,KSSKOR,NA,Opposition Group,NA,NA,Andrzej Czeliński,38,M,Opposition,Academic Sociology
Pastoral Care for Farmers,31,1982-01-01,1989-02-01,IA01028,PCFARM,NA,Charitable or Humanitarian Organization,NA,NA,Paweł Czartoryski,64,M,Opposition,Academic Economics and History of Science
Agricultural Foundation Organizing Committee,34,1982-01-01,1989-02-01,IA00207,AFOC,NA,Opposition Group,NA,NA,Piotr Dąbrowski,38,M,Opposition,Engineer Agriculture
Church Committee for Agriculture,36,1982-01-01,1989-02-01,IA00314,CCA,NA,Charitable or Humanitarian Organization,NA,NA,Jerzy Dietl,61,M,Opposition,Academic Economics
Inter-factory Founding Committee Łódź,37,1980-09-01,1981-12-31,IA00572,MKZL,NA,Protest Action,NA,NA,Jerzy Dłużniewski,43,M,Opposition,Worker Textiles
League of Freedom Fighters - ZBoWiD,38,1969-01-01,1980-12-31,IA00646,ZBOWID,NA,NA,NA,NA,Wladysław Dobrowolski,61,M,Opposition,Academic Economics
NZS,41,1982-08-01,1989-02-01,IA00947,NZS,NA,Opposition Group,NA,NA,Michał Downarowicz,33,M,Opposition,Academic
Society for Academic Courses,42,1978-01-01,1981-12-31,IA01192,TKN,NA,Independent Society,NA,NA,Roman Duda,53,M,Opposition,Academic Mathematics
“Opinia”,43,1977-01-01,1978-12-31,IA00096,OPIN,NA,Periodical,NA,NA,Jan Dworak,40,M,Opposition,Journalist
“Życie Warszawy”,44,1968-01-01,1974-12-31,IA00181,ZYWAR,NA,Periodical,NA,NA,Kazimierz Dziewanowski,58,M,Opposition,Journalist
NSZZ Solidarność Łódź Regional Board,45,1981-05-01,1981-12-13,IA00870,NSZZS,LZRB,Opposition Group Leadership Body Regional or Local,NA,NA,Marek Edelman,66,M,Opposition,Medical Doctor
“PWA”,46,1986-01-01,1986-12-31,IA00122,PWA2,NA,NA,NA,NA,Lech Falandysz,46,M,Opposition,Lawyer
Association of Polish Journalists,47,1980-09-01,1981-12-31,IA00243,SDP,NA,National Professional Association,NA,NA,Wanda Falkowska-Szymańska,65,F,Opposition,Journalist
“Gazeta Bankowa”,48,1988-01-01,1989-02-01,IA00036,GBANK,NA,Periodical,NA,NA,Dariusz Fikus,56,M,Opposition,Journalist
Conference of Rectors,49,1981-04-01,1985-11-01,IA00338,COR,NA,Government Leadership Body National,NA,NA,Władysław Findeisen,63,M,Opposition,Academic Electrical Engineer
NSZZ Solidarność Temporary Coordinating Commission,50,1982-04-22,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Władysław Frasyniuk,34,M,Opposition,Worker Bus Mechanic
Głos Publishing House,51,1980-01-01,1981-12-31,IA00487,GLOS,NA,Publishing House,NA,NA,Marek Frąckowiak,31,M,Opposition,Worker Librarian
Society for Academic Courses,53,1978-01-01,1981-12-31,IA01192,TKN,NA,Independent Society,NA,NA,Bronisław Geremek,56,M,Opposition,Academic Historian
NSZZ Solidarność Temporary Coordinating Commission,55,1983-07-01,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Mieczysław Gil,45,M,Opposition,Worker Steel
Inter-factory Workers Committee Solidarność Lubin,57,1980-09-01,1981-12-31,IA00582,MKPL,NA,Protest Action,NA,NA,Andrzej Glapiński,44,M,Opposition,Worker Miner
NSZZ Solidarność Gdańsk Regional Board,59,1981-07-01,1981-12-31,IA00857,NSZZS,GKRB,Opposition Group Leadership Body Regional or Local,NA,NA,Bogusław Kazimierz Gołąb,42,M,Opposition,Worker Mechanic
NSZZ Solidarność Katowice Regional Board,61,1981-11-01,1981-12-13,IA00861,NSZZS,KARB,Opposition Group Leadership Body Regional or Local,NA,NA,Jan Andrzej Górny,33,M,Opposition,Worker Computer Systems
